movie_id,title,genres,release_year
26261,Dangerous (1935),Drama,1935
26266,"The Personal History, Adventures, Experience, &amp; Observation of David Copperfield the Younger (1935)",Adventure|Drama|Romance,1935
26276,The Devil Is a Woman (1935),Comedy|Drama|Romance,1935
26312,Emil and the Detectives (1935),Adventure|Family,1935
26362,The Fixer Uppers (1935),Short|Comedy,1935
26394,Gai dimanche! (1935),Short|Comedy,1935
26406,The Ghost Goes West (1935),Comedy|Fantasy|Horror|Romance,1935
26465,Here Comes Cookie (1935),Comedy|Music,1935
26529,The Informer (1935),Crime|Drama,1935
26549,Jinsei no onimotsu (1935),Comedy,1935
26614,Lawless Range (1935),Western,1935
26663,Mad Love (1935),Horror|Romance|Sci-Fi,1935
26685,Mark of the Vampire (1935),Horror|Mystery,1935
26714,A Midsummer Night's Dream (1935),Comedy|Fantasy|Romance,1935
26721,Miss Pacific Fleet (1935),Comedy|Romance,1935
26743,"Maria Marten, or The Murder in the Red Barn (1935)",Crime|Drama,1935
26752,Mutiny on the Bounty (1935),Adventure|Biography|Drama|History|Romance,1935
26756,The Mystery Man (1935),Action|Adventure|Crime|Mystery|Romance,1935
26768,Naughty Marietta (1935),Drama|Musical|Romance,1935
26778,A Night at the Opera (1935),Comedy|Music|Musical,1935
26866,Peter Ibbetson (1935),Drama|Fantasy|Romance,1935
26868,The Phantom Light (1935),Mystery|Thriller,1935
26912,The Raven (1935),Crime|Horror,1935
26921,Remember Last Night? (1935),Comedy|Mystery,1935
26966,Sanders of the River (1935),Adventure|Drama|Music,1935
26971,A Scream in the Night (1935),Crime|Mystery|Thriller,1935
26983,She (1935),Adventure|Fantasy|Romance|Sci-Fi,1935
27075,A Tale of Two Cities (1935),Drama|History|Romance,1935
27089,Thicker Than Water (1935),Comedy|Short,1935
27090,Things Are Looking Up (1935),Comedy,1935
27113,Tit for Tat (1935),Comedy|Short|Family,1935
27125,Top Hat (1935),Comedy|Musical|Romance,1935
27131,The Tunnel (1935),Drama|Sci-Fi,1935
27133,Traveling Saleslady (1935),Comedy|Romance,1935
27194,Werewolf of London (1935),Drama|Fantasy|Horror,1935
27214,The Whole Town's Talking (1935),Comedy|Crime|Drama,1935
27258,Adventure in Manhattan (1936),Comedy|Crime|Drama,1936
27286,The Amazing Quest of Ernest Bliss (1936),Drama|Romance|Comedy,1936
27302,Anything Goes (1936),Comedy|Musical,1936
27307,Arigatô-san (1936),Comedy|Drama,1936
27311,As You Like It (1936),Drama|Comedy|Romance,1936
27327,El bailarín y el trabajador (1936),Comedy,1936
27331,Banjo on My Knee (1936),Comedy|Drama|Romance,1936
27336,Les bas-fonds (1936),Crime|Drama|Romance,1936
27342,La belle équipe (1936),Drama,1936
27347,The Beloved Vagabond (1936),Drama|Musical,1936
27367,Black Legion (1937),Crime|Drama|Film-Noir,1937
27376,The Bohemian Girl (1936),Comedy|Musical,1936
27387,Born to Dance (1936),Musical|Comedy,1936
27407,Bullets or Ballots (1936),Crime|Drama|Film-Noir,1936
27438,The Charge of the Light Brigade (1936),Action|Adventure|Romance|War,1936
27442,Charlie Chan's Secret (1936),Comedy|Crime|Horror,1936
27462,Conflict (1936),Drama|Romance|Sport,1936
27478,Le crime de Monsieur Lange (1936),Comedy|Crime|Drama,1936
27481,The Crimes of Stephen Hawke (1936),Crime|Drama|Thriller,1936
27515,Desire (1936),Comedy|Crime|Romance,1936
27521,The Devil-Doll (1936),Drama|Horror|Sci-Fi,1936
27532,Dodsworth (1936),Drama|Romance,1936
27545,Dracula&x27;s Daughter (1936),Drama|Fantasy|Horror,1936
27630,Follow the Fleet (1936),Comedy|Musical|Romance,1936
27652,Fury (1936),Crime|Drama|Film-Noir|Thriller,1936
27657,The Garden of Allah (1936),Adventure|Drama|Romance,1936
27664,The General Died at Dawn (1936),Adventure|Crime|Film-Noir,1936
27686,Gold Diggers of 1937 (1936),Comedy|Musical|Romance,1936
27698,The Great Ziegfeld (1936),Biography|Drama|Musical|Romance,1936
27714,Half Shot Shooters (1936),Comedy|Short,1936
27752,Hitori musuko (1936),Drama,1936
27765,The House of the Spaniard (1936),Adventure|Crime,1936
27796,Intermezzo (1936),Drama|Romance,1936
27800,The Invisible Ray (1936),Horror|Sci-Fi|Thriller,1936
27859,Laburnum Grove (1936),Comedy,1936
27869,The Last of the Mohicans (1936),Adventure|Drama|History|War|Western,1936
27876,The Lawless Nineties (1936),Western,1936
27884,Libeled Lady (1936),Comedy|Romance,1936
27893,Little Lord Fauntleroy (1936),Drama|Family,1936
27948,Mary of Scotland (1936),Biography|Drama|History|Romance,1936
27959,A Message to Garcia (1936),Drama|Romance,1936
27977,Modern Times (1936),Comedy|Drama|Family|Romance,1936
27996,Mr. Deeds Goes to Town (1936),Comedy|Drama|Romance,1936
28004,Murder with Pictures (1936),Crime|Mystery,1936
28010,My Man Godfrey (1936),Comedy|Drama|Romance,1936
28021,Naniwa erejî (1936),Drama,1936
28030,Night Mail (1936),Short|Documentary,1936
28074,The Pace That Kills (1935),Crime|Drama,1935
28096,The Petrified Forest (1936),Drama|Film-Noir|Romance|Thriller,1936
28118,Poor Little Rich Girl (1936),Adventure|Comedy|Family|Musical|Romance,1936
28119,Popeye the Sailor Meets Sindbad the Sailor (1936),Animation|Short|Adventure|Comedy|Family|Fantasy|Musical,1936
28141,The Prisoner of Shark Island (1936),Biography|Drama|History,1936
28167,Rembrandt (1936),Biography|Drama,1936
28201,Le roman d'un tricheur (1936),Comedy,1936
28203,Romeo and Juliet (1936),Drama|Romance,1936
28212,Sabotage (1936),Thriller,1936
28231,Secret Agent (1936),Mystery|Thriller,1936
28232,Secret Patrol (1936),Action|Adventure|Romance,1936
28241,Shadow of Chinatown (1936),Crime|Horror|Sci-Fi,1936
28275,Soigne ton gauche (1936),Short|Comedy|Sport,1936
28333,Swing Time (1936),Comedy|Musical|Romance,1936
28346,Tell Your Children (1936),Crime|Drama,1936
28358,Things to Come (1936),Drama|Sci-Fi|War,1936
28436,U samogo sinego morya (1936),Drama|Musical|Romance,1936
28445,Partie de campagne (1936),Short|Comedy|Drama|Romance,1936
28484,We Who Are About to Die (1937),Crime|Drama,1937
28496,Where There's a Will (1936),Comedy,1936
28509,Windbag the Sailor (1936),Comedy,1936
28557,Affairs of Cappy Ricks (1937),Comedy|Drama,1937
28597,The Awful Truth (1937),Comedy|Romance,1937
28663,Brief Ecstasy (1937),Drama|Romance,1937
28670,Bulldog Drummond's Revenge (1937),Adventure|Mystery,1937
28683,Camille (1936),Drama|Romance,1936
28691,Captains Courageous (1937),Adventure|Drama|Family,1937
28697,Cash and Carry (1937),Comedy|Short,1937
28772,A Day at the Races (1937),Comedy|Musical|Sport,1937
28944,De goede aarde (1937),Drama|Romance,1937
28945,"Good Morning, Boys (1937)",Comedy,1937
28950,La grande illusion (1937),Drama|War,1937
28988,"Heidi, het stiefkind (1937)",Drama|Family|Musical,1937
29080,Kid Galahad (1937),Crime|Drama|Romance|Sport,1937
29146,The Life of Emile Zola (1937),Biography|Drama,1937
29162,Lost Horizon (1937),Adventure|Drama|Fantasy|Mystery,1937
29179,Madame X (1937),Drama,1937
29192,Make Way for Tomorrow (1937),Comedy|Drama|Romance,1937
29201,The Man Who Could Work Miracles (1936),Comedy|Fantasy,1936
29284,My Favorite Wife (1940),Comedy|Romance,1940
29314,Ninjô kami fûsen (1937),Drama,1937
29322,Niets is heilig (1937),Comedy|Drama|Romance,1937
29335,"Oh, Mr. Porter! (1937)",Comedy,1937
29442,The Prisoner of Zenda (1937),Adventure|Drama|Romance,1937
29453,Pépé le Moko (1937),Crime|Drama|Romance,1937
29499,Rosalie (1937),Drama|Musical,1937
29539,Seventh Heaven (1937),Drama|Romance,1937
29546,Shall We Dance (1937),Comedy|Musical|Romance,1937
29557,Shukujo wa nani o wasureta ka (1937),Comedy|Drama,1937
29583,Snow White and the Seven Dwarfs (1937),Animation|Family|Fantasy|Musical|Romance,1937
29594,Spaansche aarde (1937),Documentary|War,1937
29604,Stage Door (1937),Comedy|Drama,1937
29606,A Star Is Born (1937),Drama,1937
29608,Stella Dallas (1937),Drama|Romance,1937
29611,Storm in a Teacup (1937),Comedy|Romance,1937
29658,They Won't Forget (1937),Drama|Film-Noir|Mystery,1937
29671,The Ticket of Leave Man (1937),Crime|Drama|Thriller,1937
29682,Topper (1937),Comedy|Fantasy|Romance,1937
29725,Varsity Show (1937),Musical,1937
29747,Way Out West (1937),Comedy|Family|Western,1937
29772,Whom the Gods Love: The Original Story of Mozart and His Wife (1936),Drama,1936
29808,You Only Live Once (1937),Crime|Drama|Film-Noir,1937
29811,Young and Innocent (1937),Crime|Mystery|Romance|Thriller,1937
29843,The Adventures of Robin Hood (1938),Action|Adventure|Romance,1938
29844,The Adventures of Tom Sawyer (1938),Adventure|Drama|Family,1938
29850,Aleksandr Nevskiy (1938),Action|Biography|Drama,1938
29861,Haar grootste offer (1938),Comedy|Drama|Romance,1938
29864,The Amazing Dr. Clitterhouse (1938),Crime|Drama,1938
29870,Angels with Dirty Faces (1938),Crime|Drama|Film-Noir|Thriller,1938
29892,The Bad Man of Brimstone (1937),Western,1937
29923,Block-Heads (1938),Comedy|War,1938
29942,Boys Town (1938),Biography|Drama,1938
29947,Bringing Up Baby (1938),Comedy|Family|Romance,1938
29957,La bête humaine (1938),Crime|Drama|Film-Noir,1938
29989,Child Bride (1938),Drama,1938
29992,A Christmas Carol (1938),Drama|Family|Fantasy,1938
30127,De vrouw van de bakker (1938),Comedy|Drama,1938
30149,Four Daughters (1938),Drama|Music|Romance,1938
30174,The Gaunt Stranger (1938),Drama|Mystery,1938
30231,Hey! Hey! U.S.A! (1938),Comedy,1938
30241,Holiday (1938),Comedy|Romance,1938
30265,If I Were King (1938),Adventure|History,1938
30287,Een gevaarlijke vrouw (1938),Drama|Romance,1938
30341,The Lady Vanishes (1938),Mystery|Thriller,1938
30372,My Irish Molly (1938),Musical,1938
30413,Mannequin (1937),Drama,1937
30489,Na granitse (1938),Drama|War,1938
30518,Old Bones of the River (1938),Comedy,1938
30522,Olympia 1. Teil - Fest der Völker (1938),Documentary|Sport,1938
30523,Olympia 2. Teil - Fest der Schönheit (1938),Documentary|Sport,1938
30569,Penny Paradise (1938),Comedy,1938
30637,Pygmalion (1938),Comedy|Drama|Romance,1938
30643,Le quai des brumes (1938),Crime|Drama|Romance|Thriller,1938
30657,Rebecca of Sunnybrook Farm (1938),Comedy|Drama|Family|Musical,1938
30714,Santa Fe Stampede (1938),Western,1938
30732,Service de Luxe (1938),Comedy,1938
30744,The Shopworn Angel (1938),Drama|Romance|War,1938
30746,St. Martin's Lane (1938),Comedy,1938
30754,Sinners in Paradise (1938),Drama,1938
30824,Swiss Miss (1938),Comedy|Musical,1938
30848,Test Pilot (1938),Drama|Romance,1938
30879,Too Hot to Handle (1938),Adventure|Comedy|Drama|Romance,1938
30922,Vacation from Love (1938),Comedy,1938
30944,Vivacious Lady (1938),Comedy|Romance,1938
30993,You Can't Take It with You (1938),Comedy|Drama|Romance,1938
31022,The Adventures of Sherlock Holmes (1939),Crime|Mystery|Thriller,1939
31054,Arrest Bulldog Drummond (1939),Adventure|Sci-Fi,1939
31055,The Arsenal Stadium Mystery (1939),Comedy|Crime|Sport,1939
31058,Ask a Policeman (1939),Adventure|Comedy|Crime,1939
31060,At the Circus (1939),Comedy|Musical,1939
31066,Babes in Arms (1939),Comedy|Musical,1939
31067,Bachelor Mother (1939),Comedy|Romance,1939
31072,Bad Little Angel (1939),Drama,1939
31084,Battement de coeur (1940),Comedy|Drama,1940
31088,Beau Geste (1939),Action|Adventure|Drama|War,1939
31143,The Cat and the Canary (1939),Comedy|Horror|Mystery|Thriller,1939
31147,Charlie Chan at Treasure Island (1939),Comedy|Crime|Horror|Mystery|Thriller,1939
31152,Cheer Boys Cheer (1939),Comedy,1939
31173,Confessions of a Nazi Spy (1939),Drama|War,1939
31178,Convict 99 (1938),Comedy,1938
31210,Dark Victory (1939),Drama|Romance,1939
31225,Destry Rides Again (1939),Comedy|Western,1939
31229,The Devil's Daughter (1939),Drama|Horror,1939
31235,Dodge City (1939),Western,1939
31252,Drums Along the Mohawk (1939),Drama|History|Romance|War|Western,1939
31289,The Face at the Window (1939),Drama|Horror,1939
31322,The Flying Deuces (1939),Comedy|War,1939
31334,The Four Feathers (1939),Adventure|Drama|Romance|War,1939
31359,Gaslight (1940),Thriller,1940
31381,Gone with the Wind (1939),Drama|History|Romance|War,1939
31385,"Goodbye, Mr. Chips (1939)",Drama|Romance,1939
31394,The Green Hornet (1940),Adventure|Crime|Drama,1940
31398,Gunga Din (1939),Adventure|Comedy|War,1939
31442,Honolulu (1939),Comedy|Musical|Romance,1939
31448,The Hound of the Baskervilles (1939),Horror|Mystery|Thriller,1939
31455,The Hunchback of Notre Dame (1939),Drama|Horror|Romance,1939
31473,Idiot's Delight (1939),Comedy|Drama|Musical,1939
31477,In Name Only (1939),Drama|Romance,1939
31505,Jamaica Inn (1939),Adventure|Crime,1939
31514,Le jour se lève (1939),Crime|Drama|Romance|Thriller,1939
31516,Juarez (1939),Biography|Drama|History|Romance,1939
31536,King of the Underworld (1939),Crime|Drama|Romance,1939
31575,The Lion Has Wings (1939),Drama|War,1939
31580,The Little Princess (1939),Comedy|Drama|Family|Musical,1939
31602,Made for Each Other (1939),Comedy|Drama|Romance,1939
31614,The Man They Could Not Hang (1939),Crime|Horror|Sci-Fi,1939
31647,Midnight (1939),Comedy|Romance,1939
31650,The Mikado (1939),Musical|Comedy,1939
31679,Mr. Smith Goes to Washington (1939),Comedy|Drama,1939
31680,Mr. Wong in Chinatown (1939),Mystery,1939
31725,Ninotchka (1939),Comedy|Romance,1939
31742,Of Mice and Men (1939),Drama,1939
31746,"Oily to Bed, Oily to Rise (1939)",Comedy|Short,1939
31747,The Oklahoma Kid (1939),Action|Adventure|History|Western,1939
31750,The Old Maid (1939),Drama,1939
31754,On Borrowed Time (1939),Comedy|Drama|Fantasy,1939
31762,Only Angels Have Wings (1939),Adventure|Drama|Romance,1939
31796,The Phantom Creeps (1939),Sci-Fi,1939
31804,Poison Pen (1939),Drama,1939
31826,The Private Lives of Elizabeth and Essex (1939),Biography|Drama|History,1939
31828,The Proud Valley (1940),Drama|Music,1940
31831,Q Planes (1939),Comedy|Drama|Mystery,1939
31842,The Real Glory (1939),History|War,1939
31851,The Return of Doctor X (1939),Horror|Mystery|Sci-Fi,1939
31867,The Roaring Twenties (1939),Action|Crime|Drama|Film-Noir|Music|Thriller,1939
31877,Rose of Washington Square (1939),Drama|Musical|Romance,1939
31885,La règle du jeu (1939),Comedy|Drama,1939
31951,Son of Frankenstein (1939),Drama|Horror|Sci-Fi,1939
31968,The Spy in Black (1939),Thriller|War,1939
31971,Stagecoach (1939),Adventure|Drama|Western,1939
31983,The Story of Vernon and Irene Castle (1939),Biography|Drama|Musical|Romance|War,1939
32007,Tarzans's verbanning (1939),Action|Adventure|Family|Romance,1939
32045,Torchy Runs for Mayor (1939),Action|Adventure|Comedy,1939
32110,The Ware Case (1938),Drama|Mystery,1938
32125,Where's That Fire? (1939),Comedy,1939
32138,The Wizard of Oz (1939),Adventure|Family|Fantasy|Musical,1939
32143,The Women (1939),Comedy|Drama,1939
32145,Wuthering Heights (1939),Drama|Romance,1939
32153,You Can't Get Away with Murder (1939),Crime|Drama|Film-Noir,1939
32154,Young Man's Fancy (1939),Comedy,1939
32155,Young Mr. Lincoln (1939),Biography|Drama,1939
32156,Zangiku monogatari (1939),Drama|Romance,1939
32194,"All This, and Heaven Too (1940)",Drama|Romance,1940
32215,The Ape (1940),Horror,1940
32234,The Bank Dick (1940),Comedy,1940
32245,Before I Hang (1940),Crime|Horror|Sci-Fi,1940
32258,Black Friday (1940),Crime|Drama|Horror,1940
32285,Brother Orchid (1940),Comedy|Crime|Drama|Romance,1940
32290,Buck Rogers (1939),Adventure|Family|Fantasy,1939
32338,Christmas in July (1940),Comedy|Romance,1940
32339,A Chump at Oxford (1940),Comedy,1940
32349,Comrade X (1940),Comedy|Romance,1940
32366,Crimes at the Dark House (1940),Drama,1940
32376,"Dance, Girl, Dance (1940)",Comedy|Drama|Musical,1940
32390,The Devil Bat (1940),Horror|Sci-Fi,1940
32432,"Edison, the Man (1940)",Biography|Drama,1940
32455,Fantasia (1940),Animation|Family|Fantasy|Music,1940
32484,Foreign Correspondent (1940),Action|Romance|Thriller|War,1940
32520,The Ghost Breakers (1940),Comedy|Horror|Mystery,1940
32536,Go West (1940),Comedy|Musical|Western,1940
32551,The Grapes of Wrath (1940),Drama|History,1940
32553,The Great Dictator (1940),Comedy|Drama|War,1940
32554,The Great McGinty (1940),Comedy,1940
32559,The Green Hornet Strikes Again! (1940),Action|Adventure|Crime,1940
32599,His Girl Friday (1940),Comedy|Drama|Romance,1940
32609,The House Across the Bay (1940),Crime|Drama,1940
32610,The House of the Seven Gables (1940),Drama|Film-Noir|Thriller,1940
32611,How High Is Up? (1940),Comedy|Short,1940
32635,The Invisible Man Returns (1940),Drama|Horror|Mystery|Sci-Fi|Thriller,1940
32636,Invisible Stripes (1939),Crime|Drama|Film-Noir,1939
32637,The Invisible Woman (1940),Comedy|Romance|Sci-Fi,1940
32638,Irene (1940),Comedy|Musical|Romance,1940
32643,It All Came True (1940),Comedy|Crime|Drama|Musical|Romance,1940
32651,Johnny Apollo (1940),Crime|Drama|Film-Noir,1940
32676,Knute Rockne All American (1940),Biography|Drama|Sport,1940
32701,The Letter (1940),Crime|Drama|Film-Noir|Mystery|Romance,1940
32762,The Mark of Zorro (1940),Action|Adventure|Romance|Western,1940
32811,The Mortal Storm (1940),Drama,1940
32818,The Mummy's Hand (1940),Adventure|Fantasy|Horror,1940
32828,My Little Chickadee (1940),Comedy|Western,1940
32829,My Love Came Back (1940),Comedy|Drama|Music,1940
32842,Night Train to Munich (1940),Thriller|War,1940
32863,The Old South (1940),Short|History,1940
32873,One Night in the Tropics (1940),Comedy|Music,1940
32881,Our Town (1940),Drama|Romance,1940
32903,Phantom of Chinatown (1940),Action|Crime|Drama|Mystery|Romance,1940
32904,The Philadelphia Story (1940),Comedy|Romance,1940
32910,Pinocchio (1940),Animation|Comedy|Family|Fantasy|Musical,1940
32943,Tweestrijd der gevoelens (1940),Drama|Romance,1940
32946,Primrose Path (1940),Drama|Romance,1940
32976,Rebecca (1940),Drama|Mystery|Romance|Thriller,1940
32981,Remember the Night (1940),Comedy|Drama|Romance,1940
33022,Saps at Sea (1940),Comedy,1940
33028,The Sea Hawk (1940),Action|Adventure|History|Romance,1940
33029,Second Chorus (1940),Comedy|Romance|Musical,1940
33031,The Four Just Men (1939),Thriller|Drama|Mystery,1939
33045,The Shop Around the Corner (1940),Comedy|Drama|Romance,1940
33105,Strange Cargo (1940),Adventure|Drama|Romance,1940
33107,Stranger on the Third Floor (1940),Crime|Drama|Film-Noir,1940
33149,They Drive by Night (1940),Crime|Drama|Film-Noir|Thriller,1940
33152,The Thief of Bagdad (1940),Adventure|Family|Fantasy,1940
33234,Wagon Train (1940),Comedy|Drama|History|Romance|Western,1940
33253,The Westerner (1940),Drama|Romance|Western,1940
33281,You Nazty Spy! (1940),Comedy|Short,1940
33313,Across the Sierras (1941),Action|Music|Romance,1941
33317,Adventures of Captain Marvel (1941),Action|Adventure|Fantasy|Sci-Fi,1941
33373,Ball of Fire (1941),Comedy|Romance,1941
33382,Bedtime Story (1941),Comedy|Romance,1941
33398,Black Sheep of Whitehall (1942),Comedy,1942
33432,The Bride Came C.O.D. (1941),Biography|Comedy|Romance,1941
33436,Buck Privates (1941),Comedy|Musical|War,1941
33455,Caught in the Draft (1941),Comedy|Romance|War,1941
33467,Citizen Kane (1941),Drama|Mystery,1941
33477,Come Live with Me (1941),Comedy|Romance,1941
33517,A Date with the Falcon (1942),Crime|Drama|Mystery,1942
33533,The Devil and Miss Jones (1941),Comedy|Romance,1941
33553,Dr. Jekyll and Mr. Hyde (1941),Horror|Sci-Fi,1941
33558,Dressed to Kill (1941),Crime|Film-Noir|Mystery,1941
33563,Dumbo (1941),Animation|Drama|Family|Musical,1941
33627,49th Parallel (1941),Drama|War|Thriller,1941
33650,The Gay Falcon (1941),Crime|Drama|Mystery|Romance,1941
33651,The Gay Parisian (1941),Short|Musical|Romance,1941
33661,The Ghost of St. Michael's (1941),Comedy,1941
33676,Great Guns (1941),Comedy|Romance|War,1941
33677,The Great Lie (1941),Drama,1941
33712,Here Comes Mr. Jordan (1941),Comedy|Fantasy|Romance,1941
33717,High Sierra (1941),Action|Adventure|Crime|Drama|Film-Noir|Thriller,1941
33723,Hold That Ghost (1941),Adventure|Comedy|Music|Mystery|Thriller,1941
33729,How Green Was My Valley (1941),Drama|Family,1941
33739,I Thank You (1941),Comedy,1941
33740,I Wake Up Screaming (1941),Crime|Drama|Film-Noir|Mystery|Romance|Thriller,1941
33754,In the Navy (1941),Comedy|Musical|Romance,1941
33774,Johnny Eager (1941),Crime|Film-Noir|Thriller,1941
33787,King of the Zombies (1941),Adventure|Comedy|Horror,1941
33804,The Lady Eve (1941),Comedy|Romance,1941
33821,Law of the Tropics (1941),Drama|Romance,1941
33836,The Little Foxes (1941),Drama|Romance,1941
33849,The Lone Wolf Takes a Chance (1941),Drama|Mystery,1941
33867,Maisie Was a Lady (1941),Comedy|Drama,1941
33870,The Maltese Falcon (1941),Film-Noir|Mystery,1941
33871,A Man Betrayed (1941),Comedy|Crime|Drama|Romance,1941
33873,Man Hunt (1941),Drama|Thriller|War,1941
33874,The Man Who Came to Dinner (1942),Comedy|Romance,1942
33879,Man Made Monster (1941),Drama|Horror|Sci-Fi,1941
33891,Meet John Doe (1941),Comedy|Drama|Romance,1941
33902,Men of Boys Town (1941),Drama,1941
33922,Mr. &amp; Mrs. Smith (1941),Comedy|Romance,1941
33945,Never Give a Sucker an Even Break (1941),Comedy|Musical,1941
33948,"Ni sangre, ni arena (1941)",Comedy,1941
34012,Penny Serenade (1941),Drama|Romance,1941
34091,The Reluctant Dragon (1941),Animation|Comedy|Family,1941
34167,Sergeant York (1941),Biography|Drama|History|Romance|War,1941
34175,The Shanghai Gesture (1941),Crime|Drama|Film-Noir|Mystery|Romance,1941
34198,Skylark (1941),Comedy|Romance,1941
34204,The Smiling Ghost (1941),Comedy|Mystery,1941
34224,Spooks Run Wild (1941),Horror|Comedy,1941
34232,Steel Against the Sky (1941),Action|Adventure|Comedy|Drama|Romance,1941
34236,The Strawberry Blonde (1941),Comedy|Romance,1941
34240,Sullivan's Travels (1941),Adventure|Comedy|Drama|Romance,1941
34248,Suspicion (1941),Mystery|Thriller,1941
34274,That Uncertain Feeling (1941),Comedy,1941
34298,Todake no kyodai (1941),Drama,1941
34303,Topper Returns (1941),Comedy|Fantasy|Mystery|Romance,1941
34384,Western Union (1941),History|Western,1941
34386,When Ladies Meet (1941),Comedy|Drama|Romance,1941
34398,The Wolf Man (1941),Horror,1941
34399,A Woman&x27;s Face (1941),Drama|Film-Noir|Thriller,1941
34409,You'll Never Get Rich (1941),Comedy|Musical|Romance,1941
34428,Across the Pacific (1942),Action|Adventure|Drama|Romance|War,1942
34433,The Affairs of Martha (1942),Comedy|Romance,1942
34445,Alias Boston Blackie (1942),Drama|Mystery,1942
34449,All Through the Night (1942),Action|Comedy|Crime|Drama|Thriller|War,1942
34458,Andy Hardy's Double Life (1942),Comedy|Family|Romance,1942
34465,Arabian Nights (1942),Action|Adventure|Comedy,1942
34478,L'assassin habite... au 21 (1942),Comedy|Crime|Mystery|Thriller,1942
34492,Bambi (1942),Animation|Drama|Family,1942
34493,I bambini ci guardano (1944),Drama,1944
34513,The Big Shot (1942),Crime|Drama|Film-Noir|Thriller,1942
34514,The Big Street (1942),Drama|Music|Romance,1942
34522,The Black Swan (1942),Action|Adventure|Drama|Family|History|Romance,1942
34540,The Boogie Man Will Get You (1942),Comedy|Horror,1942
34546,Bowery at Midnight (1942),Crime|Thriller,1942
34583,Casablanca (1942),Drama|Romance|War,1942
34586,Castle in the Desert (1942),Comedy|Crime|Mystery|Thriller,1942
34587,Cat People (1942),Fantasy|Horror|Thriller,1942
34591,Chichi ariki (1942),Drama,1942
34618,The Courtship of Andy Hardy (1942),Comedy,1942
34646,Desperate Journey (1942),Action|Adventure|Drama|War,1942
34681,Dr. Renault's Secret (1942),Horror|Mystery|Romance,1942
34694,De greep des doods (1943),Drama|War,1943
34711,Eyes in the Night (1942),Crime|Mystery,1942
34716,The Falcon Takes Over (1942),Crime|Mystery|Thriller,1942
34717,The Falcon's Brother (1942),Crime|Drama|Mystery,1942
34734,The First of the Few (1942),Adventure|Biography|Drama|War,1942
34742,De vliegende tijgers (1942),Action|Drama|Romance|War,1942
34753,Fraidy Cat (1942),Animation|Short|Comedy|Family,1942
34754,Freckles Comes Home (1942),Action|Comedy|Crime,1942
34778,Gentleman Jim (1942),Biography|Drama|Romance|Sport,1942
34784,Get Hep to Love (1942),Drama|Musical,1942
34786,The Ghost of Frankenstein (1942),Drama|Horror|Sci-Fi,1942
34798,The Glass Key (1942),Crime|Drama|Film-Noir|Thriller,1942
34801,The Goose Steps Out (1942),Comedy,1942
34810,The Great Gildersleeve (1942),Comedy,1942
34856,Hitler's Children (1943),Drama|Romance,1943
34862,Holiday Inn (1942),Comedy|Drama|Music|Musical|Romance,1942
34881,I Married a Witch (1942),Comedy|Fantasy|Romance,1942
34883,I Was Framed (1942),Action|Adventure|Crime,1942
34890,In This Our Life (1942),Drama,1942
34891,In Which We Serve (1942),Drama|War,1942
34902,Invisible Agent (1942),Adventure|Comedy|Romance|Sci-Fi|War,1942
34922,Journey Into Fear (1943),Drama|Film-Noir|Thriller,1943
34936,Keeper of the Flame (1942),Drama|Mystery,1942
34946,Kings Row (1942),Drama|Mystery|Romance,1942
34978,Listen to Britain (1942),Documentary|Short,1942
34985,The Living Ghost (1942),Horror|Mystery|Thriller,1942
35013,The Magic of Make-up (1942),Documentary,1942
35015,The Magnificent Ambersons (1942),Drama|Romance,1942
35017,La main du diable (1943),Fantasy|Horror,1943
35018,Maisie Gets Her Man (1942),Comedy|Romance,1942
35019,The Major and the Minor (1942),Comedy|Romance,1942
35047,Matri-Phony (1942),Short|Comedy,1942
35082,Moontide (1942),Crime|Drama|Film-Noir,1942
35093,Mrs. Miniver (1942),Drama|Romance|War,1942
35096,The Mummy's Tomb (1942),Drama|Fantasy|Horror|Mystery|Thriller,1942
35103,My Gal Sal (1942),Biography|Comedy|Musical,1942
35105,My Sister Eileen (1942),Comedy,1942
35140,"Now, Voyager (1942)",Drama|Romance,1942
35151,Once Upon a Honeymoon (1942),Adventure|Comedy|Drama,1942
35153,One of Our Aircraft Is Missing (1942),Action|Adventure|Drama|War,1942
35160,Ossessione (1943),Crime|Drama|Romance,1943
35169,The Palm Beach Story (1942),Comedy|Romance,1942
35209,Prelude to War (1942),Documentary|War,1942
35211,The Pride of the Yankees (1942),Biography|Drama|Romance|Sport,1942
35238,Random Harvest (1942),Drama|Romance,1942
35252,Ride 'Em Cowboy (1942),Comedy|Western|Musical,1942
35262,Road to Morocco (1942),Adventure|Comedy|Family|Musical|Romance,1942
35272,Roxie Hart (1942),Comedy|Crime|Romance,1942
35279,Saboteur (1942),Thriller|War,1942
35308,Seven Miles from Alcatraz (1942),Action|Drama|Thriller,1942
35317,Sherlock Holmes and the Secret Weapon (1942),Adventure|Crime|Drama|Mystery|Thriller,1942
35318,Sherlock Holmes and the Voice of Terror (1942),Crime|Film-Noir|Mystery|Thriller,1942
35320,Ship Ahoy (1942),Comedy|Musical|Romance,1942
35369,The Spoilers (1942),Drama|Western,1942
35417,The Talk of the Town (1942),Comedy|Drama|Romance|Thriller,1942
35421,Ten Gentlemen from West Point (1942),Drama,1942
35423,Kate &amp; Leopold (2001),Comedy|Fantasy|Romance,2001
